---Running 10-fold CV---

Fold  1 - Raw Best Weight: [0.03885350238962898, 0.49908043615241904, 0.11901077722003614, 0.7402062294209586]	Accuracy: [14, 17, 20] out of 36	Time Taken: 408.0076949596405
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
20 	20   	120.2 	0.509902	119	121
21 	20   	120.2 	0.509902	119	121
22 	20   	120.25	0.53619 	119	121
23 	20   	120.3 	0.556776	119	121
24 	20   	120.35	0.47697 	120	121
Fold  9 - Raw Best Weight: [1.5874307463876673, 3.1280988867340156, 0.3116261346492563, 0.8737840726912611]	Accuracy: [15, 19, 21] out of 35	Time Taken: 452.79836797714233
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	111.2 	1.91311 	108	115
1  	20   	112.75	1.84052 	109	116
2  	20   	113.45	1.43091 	111	116
3  	20   	114.3 	1.22882 	112	116
4  	20   	114.3 	1.22882 	112	116
5  	20   	114.45	1.20312 	112	116
6  	20   	114.95	1.24399 	113	117
7  	20   	115.15	1.15217 	113	117
8  	20   	115.15	1.15217 	113	117
9  	20   	115.4 	1.06771 	113	117
10 	20   	115.55	1.07121 	113	117
11 	20   	115.65	0.90967 	114	117
12 	20   	115.85	0.852936	114	117
13 	20   	116.05	0.973396	114	118
14 	20   	116.05	0.973396	114	118
15 	20   	116.15	0.963068	114	118
16 	20   	116.35	1.01366 	114	118
17 	20   	116.35	1.01366 	114	118
18 	20   	116.35	1.01366 	114	118
19 	20   	116.4 	1.0198  	114	118
20 	20   	116.45	0.973396	114	118
21 	20   	116.55	0.804674	115	118
22 	20   	116.55	0.804674	115	118
23 	20   	116.7 	0.781025	115	118
24 	20   	116.9 	0.7     	116	118
Fold 10 - Raw Best Weight: [3.1571836309892194, 4.137451628318193, 0.08968455745982257, 1.9496339643401146]	Accuracy: [14, 19, 22] out of 35	Time Taken: 440.1778841018677
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	113.15	1.76847 	111	118
1  	20   	113.65	1.79652 	111	118
2  	20   	114.05	1.59609 	111	118
3  	20   	114.5 	1.65831 	111	118
4  	20   	115.45	1.74571 	112	119
5  	20   	115.95	1.68745 	113	119
6  	20   	116.3 	1.76352 	113	119
7  	20   	116.85	1.62096 	114	119
8  	20   	117   	1.58114 	114	119
9  	20   	117.3 	1.38203 	115	119
10 	20   	117.45	1.24399 	115	119
11 	20   	117.5 	1.20416 	115	119
12 	20   	118.05	0.920598	115	119
13 	20   	118.35	0.653835	117	119
14 	20   	118.45	0.589491	117	119
15 	20   	118.5 	0.591608	117	119
16 	20   	118.75	0.433013	118	119
17 	20   	118.9 	0.3     	118	119
18 	20   	118.9 	0.3     	118	119
19 	20   	118.9 	0.3     	118	119
20 	20   	118.9 	0.3     	118	119
21 	20   	118.9 	0.3     	118	119
22 	20   	118.9 	0.3     	118	119
23 	20   	118.9 	0.3     	118	119
24 	20   	119   	0       	119	119
---Overall Accuracies: [127, 176, 200]---
