---Running 10-fold CV---

Fold  1 - Raw Best Weight: [0.7044194249847312, 0.05105554946658575, 0.007874825074400182, 0.2282042552183726]	Accuracy: [15, 17, 21] out of 36	Time Taken: 409.78416991233826
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
17 	20   	113.2 	0.678233	112	115
18 	20   	113.3 	0.640312	112	115
19 	20   	113.3 	0.640312	112	115
20 	20   	113.3 	0.640312	112	115
21 	20   	113.3 	0.640312	112	115
22 	20   	113.3 	0.640312	112	115
23 	20   	113.4 	0.663325	112	115
24 	20   	113.45	0.589491	113	115
Fold  6 - Raw Best Weight: [2.3898139463342205, 3.206585986256656, 2.649720089586671, 0.8801509971234933]	Accuracy: [13, 18, 22] out of 35	Time Taken: 401.962632894516
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	111.2 	2.35797 	107	115
1  	20   	111.95	1.68745 	108	115
2  	20   	112.5 	1.56525 	110	116
3  	20   	112.8 	1.28841 	110	116
4  	20   	113   	1.44914 	110	116
5  	20   	113.6 	1.35647 	111	116
6  	20   	114   	1.30384 	112	116
7  	20   	114.05	1.32193 	112	116
8  	20   	114.15	1.23592 	112	116
9  	20   	114.3 	1.18743 	112	116
10 	20   	114.55	1.07121 	113	116
11 	20   	114.65	0.963068	113	116
12 	20   	114.65	0.963068	113	116
13 	20   	114.8 	0.87178 	113	116
14 	20   	114.9 	0.830662	113	116
15 	20   	114.95	0.804674	113	116
16 	20   	115   	0.707107	114	116
17 	20   	115   	0.707107	114	116
18 	20   	115.05	0.668954	114	116
19 	20   	115.2 	0.748331	114	117
20 	20   	115.25	0.698212	114	117
21 	20   	115.35	0.726292	114	117
22 	20   	115.4 	0.734847	114	117
23 	20   	115.6 	0.663325	114	117
24 	20   	115.75	0.829156	114	117
Fold  7 - Raw Best Weight: [1.2281157782553778, 1.8666681699652568, 1.5785349493488492, 1.6590696174392736]	Accuracy: [10, 17, 22] out of 35	Time Taken: 441.0343499183655
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	113.65	1.65151 	111	118
1  	20   	114.55	1.56445 	112	118
2  	20   	115.45	1.65756 	112	118
3  	20   	115.85	1.68152 	113	118
4  	20   	116.3 	1.5843  	113	118
5  	20   	116.65	1.31434 	114	118
6  	20   	116.75	1.33697 	114	118
7  	20   	117.45	0.864581	115	118
8  	20   	117.55	0.804674	115	118
9  	20   	117.6 	0.8     	115	118
10 	20   	117.75	0.53619 	116	118
11 	20   	117.75	0.53619 	116	118
12 	20   	117.8 	0.509902	116	118
13 	20   	117.95	0.217945	117	118
14 	20   	118   	0       	118	118
15 	20   	118   	0       	118	118
16 	20   	118   	0       	118	118
17 	20   	118   	0       	118	118
18 	20   	118   	0       	118	118
19 	20   	118   	0       	118	118
20 	20   	118   	0       	118	118
21 	20   	118   	0       	118	118
22 	20   	118   	0       	118	118
23 	20   	118   	0       	118	118
24 	20   	118   	0       	118	118
Fold  8 - Raw Best Weight: [3.1927477651604232, 5.226298061562886, 3.301174181644862, 10.710730333707414]	Accuracy: [11, 18, 18] out of 35	Time Taken: 433.1810758113861
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	111.75	1.72844 	109	115
1  	20   	112.05	1.43091 	109	115
2  	20   	112.6 	1.28062 	110	115
3  	20   	113.05	1.07121 	111	115
4  	20   	113.4 	0.969536	111	115
5  	20   	113.5 	0.921954	112	115
6  	20   	113.65	0.90967 	112	115
7  	20   	113.85	0.852936	112	115
8  	20   	114.1 	0.943398	112	116
9  	20   	114.5 	0.921954	113	117
10 	20   	114.7 	1.14455 	113	118
11 	20   	114.75	1.13468 	113	118
12 	20   	114.9 	1.13578 	113	118
13 	20   	115.7 	1.26886 	114	118
14 	20   	116.3 	1.55242 	114	119
15 	20   	116.6 	1.35647 	114	119
16 	20   	117.3 	0.842615	115	119
17 	20   	117.6 	0.734847	116	119
18 	20   	117.8 	0.6     	117	119
19 	20   	117.8 	0.6     	117	119
20 	20   	117.9 	0.538516	117	119
21 	20   	117.95	0.589491	117	119
22 	20   	118.15	0.47697 	117	119
23 	20   	118.2 	0.509902	117	119
24 	20   	118.2 	0.509902	117	119
Fold  9 - Raw Best Weight: [0.9763706217774463, 1.152438961448091, 1.4078658610766333, 0.4854871385121147]	Accuracy: [11, 17, 20] out of 35	Time Taken: 461.2108418941498
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	111.9 	2.2561  	108	116
1  	20   	112.45	2.08507 	108	116
2  	20   	113.15	1.82414 	110	116
3  	20   	113.7 	1.55242 	111	116
4  	20   	114.2 	1.80555 	111	117
5  	20   	114.55	1.85674 	111	117
6  	20   	115.3 	1.51987 	112	117
7  	20   	115.75	1.13468 	113	117
8  	20   	116.1 	0.943398	114	118
9  	20   	116.4 	0.860233	114	118
10 	20   	116.6 	0.734847	115	118
11 	20   	116.6 	0.734847	115	118
12 	20   	116.7 	0.640312	116	118
13 	20   	116.85	0.653835	116	118
14 	20   	117   	0.547723	116	118
15 	20   	117   	0.547723	116	118
16 	20   	117.1 	0.538516	116	118
17 	20   	117.15	0.47697 	116	118
18 	20   	117.15	0.47697 	116	118
19 	20   	117.15	0.47697 	116	118
20 	20   	117.2 	0.509902	116	118
21 	20   	117.2 	0.509902	116	118
22 	20   	117.25	0.433013	117	118
23 	20   	117.4 	0.489898	117	118
24 	20   	117.4 	0.489898	117	118
Fold 10 - Raw Best Weight: [21.191243565219864, 27.688481523293007, 21.886271671759875, 8.816230651001366]	Accuracy: [13, 17, 20] out of 35	Time Taken: 443.52641916275024
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg   	std     	min	max
0  	20   	111.45	2.69212 	107	115
1  	20   	112.3 	2.28254 	107	115
2  	20   	112.75	2.11837 	107	115
3  	20   	113.1 	1.7     	109	115
4  	20   	113.3 	1.41774 	110	115
5  	20   	113.4 	1.46287 	110	115
6  	20   	113.9 	1.22066 	111	115
7  	20   	114.25	1.21963 	112	117
8  	20   	114.35	1.19478 	112	117
9  	20   	114.55	0.973396	113	117
10 	20   	114.55	0.973396	113	117
11 	20   	114.7 	0.842615	113	117
12 	20   	114.8 	0.87178 	113	117
13 	20   	114.85	0.852936	113	117
14 	20   	114.95	0.864581	113	117
15 	20   	115.15	0.852936	113	117
16 	20   	115.6 	0.860233	114	117
17 	20   	115.65	0.852936	114	117
18 	20   	116   	0.948683	114	117
19 	20   	116.2 	0.812404	115	117
20 	20   	116.55	0.668954	115	117
21 	20   	116.65	0.572276	115	117
22 	20   	116.7 	0.556776	115	117
23 	20   	116.8 	0.509902	115	117
24 	20   	116.9 	0.3     	116	117
---Overall Accuracies: [118, 171, 196]---
