---Running 10-fold CV---

Fold  1 - Raw Best Weight: [7.670476729000603, 7.299212890487563, 9.294567138368535, 4.509750374684959]	Accuracy: [14, 18, 19] out of 36	Time Taken: 372.5117449760437
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg    	std     	min  	max  
4  	20   	16697  	3.748   	16691	16706
5  	20   	16696  	3.98748 	16691	16706
6  	20   	16694.8	3.85487 	16690	16706
7  	20   	16693.5	2.06155 	16690	16697
8  	20   	16693  	2.03654 	16690	16697
9  	20   	16692.3	1.85135 	16689	16695
10 	20   	16692  	1.70294 	16689	16695
11 	20   	16691.8	1.66958 	16689	16695
12 	20   	16691.3	1.38203 	16689	16694
13 	20   	16691.2	1.19478 	16689	16693
14 	20   	16691  	1.04881 	16689	16692
15 	20   	16690.8	1.01366 	16689	16692
16 	20   	16690.8	1.01366 	16689	16692
17 	20   	16690.8	0.942072	16689	16692
18 	20   	16690.7	0.9     	16689	16692
19 	20   	16690.7	0.9     	16689	16692
20 	20   	16690.7	0.9     	16689	16692
21 	20   	16690.6	0.860233	16689	16692
22 	20   	16690.4	0.916515	16689	16692
23 	20   	16690.3	0.90967 	16689	16692
24 	20   	16690.3	0.90967 	16689	16692
Fold  7 - Raw Best Weight: [0.7547408993463546, 3.5573206453821697, 2.330637556764491, 0.001]	Accuracy: [13, 17, 20] out of 35	Time Taken: 404.46646189689636
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg    	std     	min  	max  
0  	20   	15785.4	16.0477 	15763	15827
1  	20   	15778  	9.90694 	15763	15800
2  	20   	15772.8	6.07124 	15760	15784
3  	20   	15771  	5.78792 	15760	15782
4  	20   	15768.2	5.21416 	15760	15782
5  	20   	15766  	5.02991 	15760	15782
6  	20   	15764.3	3.00167 	15760	15770
7  	20   	15763  	2.31247 	15759	15768
8  	20   	15762.8	2.33666 	15759	15768
9  	20   	15762.4	2.05913 	15759	15768
10 	20   	15761.9	1.73997 	15759	15765
11 	20   	15761.6	1.56205 	15759	15764
12 	20   	15761.5	1.53216 	15759	15764
13 	20   	15761.5	1.53297 	15759	15764
14 	20   	15761.2	1.54515 	15759	15764
15 	20   	15761  	1.56445 	15759	15764
16 	20   	15760.9	1.38834 	15759	15763
17 	20   	15760.8	1.29904 	15759	15763
18 	20   	15760.2	1.33697 	15758	15763
19 	20   	15759.8	1.07703 	15758	15762
20 	20   	15759.3	1.05357 	15757	15762
21 	20   	15759.1	0.888819	15757	15761
22 	20   	15759.1	0.888819	15757	15761
23 	20   	15759  	0.864581	15757	15761
24 	20   	15759  	0.864581	15757	15761
Fold  8 - Raw Best Weight: [0.6557470670679496, 3.2191387468780617, 2.459321610635259, 0.001]	Accuracy: [12, 18, 21] out of 35	Time Taken: 414.0507478713989
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg    	std     	min  	max  
0  	20   	16745.5	13.3209 	16732	16788
1  	20   	16737.3	5.58816 	16731	16750
2  	20   	16734.1	3.98623 	16728	16745
3  	20   	16733  	4.34137 	16726	16745
4  	20   	16732.2	3.05941 	16726	16738
5  	20   	16730.6	2.39583 	16726	16734
6  	20   	16730.4	2.31084 	16726	16734
7  	20   	16730.1	2.14243 	16726	16733
8  	20   	16729.9	1.9975  	16726	16733
9  	20   	16728.8	2.03162 	16725	16732
10 	20   	16728.2	1.93907 	16725	16732
11 	20   	16727.8	1.83303 	16725	16732
12 	20   	16727  	1.68745 	16724	16730
13 	20   	16726  	1.67332 	16724	16729
14 	20   	16725.2	1.54515 	16722	16729
15 	20   	16725.1	1.51327 	16722	16729
16 	20   	16724.7	1.10793 	16722	16727
17 	20   	16724.3	0.953939	16722	16726
18 	20   	16724.2	0.99373 	16722	16726
19 	20   	16723.8	1.13468 	16721	16726
20 	20   	16723.6	1.11355 	16721	16726
21 	20   	16723.2	1.04283 	16721	16725
22 	20   	16723.2	0.963068	16721	16725
23 	20   	16722.9	0.888819	16721	16724
24 	20   	16722.5	0.864581	16721	16724
Fold  9 - Raw Best Weight: [7.794122622980073, 11.21054028564768, 9.406110268804387, 0.3126926797559495]	Accuracy: [8, 14, 19] out of 35	Time Taken: 463.68923807144165
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg    	std     	min  	max  
0  	20   	16250.5	12.5836 	16235	16289
1  	20   	16246.6	12.8429 	16232	16289
2  	20   	16242.8	7.22911 	16232	16254
3  	20   	16242  	6.84836 	16232	16254
4  	20   	16239.4	5.51725 	16232	16252
5  	20   	16238.3	5.29245 	16232	16252
6  	20   	16237.6	5.02394 	16232	16251
7  	20   	16237.1	5.12128 	16232	16251
8  	20   	16236.5	5.53602 	16228	16251
9  	20   	16234.1	2.43465 	16228	16239
10 	20   	16233.9	2.66974 	16228	16239
11 	20   	16233.4	2.87054 	16228	16239
12 	20   	16232.8	2.65707 	16228	16238
13 	20   	16232.5	2.5593  	16228	16238
14 	20   	16232.2	2.50749 	16228	16238
15 	20   	16231.4	2.08026 	16227	16235
16 	20   	16231.2	2.20454 	16227	16235
17 	20   	16230.9	2.10416 	16227	16235
18 	20   	16230.6	2.15407 	16227	16235
19 	20   	16229.9	1.98179 	16227	16233
20 	20   	16229.5	1.80278 	16227	16233
21 	20   	16228.9	1.72916 	16227	16233
22 	20   	16228.6	1.55804 	16227	16232
23 	20   	16228.5	1.39553 	16227	16232
24 	20   	16227.6	0.572276	16227	16229
Fold 10 - Raw Best Weight: [1.7453631173214668, 3.3715630848564615, 2.895176181124927, 0.24691362018817442]	Accuracy: [14, 20, 23] out of 35	Time Taken: 459.1120250225067
Population: 20	Generations: 25	Crossover Prob: 0.9	Differential Weight: 0.8
gen	evals	avg    	std    	min  	max  
0  	20   	16444.3	13.1197	16431	16482
1  	20   	16438.8	8.51822	16431	16466
2  	20   	16435.7	6.06032	16429	16457
3  	20   	16434.9	5.51271	16429	16453
4  	20   	16434  	3.62595	16429	16444
5  	20   	16432.4	2.74591	16429	16440
6  	20   	16431.3	2.4551 	16428	16437
7  	20   	16431.3	2.47184	16428	16437
8  	20   	16430.4	2.13073	16426	16435
9  	20   	16430.2	2.06398	16426	16434
10 	20   	16430  	1.87083	16426	16433
11 	20   	16429.9	1.78606	16426	16433
12 	20   	16429.7	1.8735 	16426	16433
13 	20   	16429.5	1.68745	16426	16432
14 	20   	16429.1	1.54596	16426	16432
15 	20   	16428.8	1.63095	16426	16431
16 	20   	16428.5	1.59609	16426	16431
17 	20   	16428.5	1.59609	16426	16431
18 	20   	16428.2	1.40979	16426	16430
19 	20   	16428  	1.35923	16426	16430
20 	20   	16427.8	1.27574	16426	16430
21 	20   	16427.8	1.32665	16426	16430
22 	20   	16427.6	1.39284	16425	16430
23 	20   	16427.5	1.35923	16425	16430
24 	20   	16427.3	1.22882	16425	16430
---Overall Accuracies: [121, 172, 200]---
